node_1|node_2|edge|chunk_id
htmlelement|el|is the parameter for the 'hasClass' function|73fc497d4eeb45338919bf999be4761d
string|name|is the parameter for the 'hasClass' and 'addClass' and 'removeClass' functions|73fc497d4eeb45338919bf999be4761d
boolean|return value of 'hasclass'|is returned by the 'hasClass' function|73fc497d4eeb45338919bf999be4761d
classlist|htmlelement property|is used in the implementation of 'hasClass'|73fc497d4eeb45338919bf999be4761d
contains|method of array-like objects|is used in the implementation of 'classList.contains(name)' inside 'hasClass'|73fc497d4eeb45338919bf999be4761d
splitwords|function|is called by 'addClass' to split class names into an array|73fc497d4eeb45338919bf999be4761d
i|loop index variable in 'addclass'|iterates over the classes array returned by 'splitWords'|73fc497d4eeb45338919bf999be4761d
classlist.add(classes[i])|statement inside 'addclass' loop|adds each class in 'classes' array to the element's class list|73fc497d4eeb45338919bf999be4761d
trim|function|is called by 'removeClass' and 'setClass'|73fc497d4eeb45338919bf999be4761d
replace|string method|is used in the implementation of 'setClass'|73fc497d4eeb45338919bf999be4761d
function|htmlelement|Returns the element's class. The input parameter 'el' is of type HTMLElement.|00a300743e9345b3887bb5bfaaa49707
htmlelement|string|The function 'getClass' returns a String containing the element's class.|00a300743e9345b3887bb5bfaaa49707
htmlelement|number|The function 'setOpacity' takes an argument 'opacity' of type Number and sets the opacity of an element.|00a300743e9345b3887bb5bfaaa49707
string|number|The function 'setOpacity' takes a parameter 'value' which is a number between 0 and 1 to set the opacity of an element.|00a300743e9345b3887bb5bfaaa49707
htmlelement|htmlelement|The function '_setOpacityIE' checks for filters collection and sets the opacity using Microsoft's Alpha filter.|00a300743e9345b3887bb5bfaaa49707
string|string|The variables 'filter' and 'filterName' are used to check for filters collection in IE.|00a300743e9345b3887bb5bfaaa49707
eventskey|id|contains as an object property|61a70233ac6c495fb8e5c94db2659c9d
type|fn|invokes fn when type is triggered on the object|61a70233ac6c495fb8e5c94db2659c9d
type|context|passed as an optional parameter to fn when type is triggered on the object|61a70233ac6c495fb8e5c94db2659c9d
obj|id|contains id as an object property when a type is added using addOne method|61a70233ac6c495fb8e5c94db2659c9d
eventskey|id|stores a list of id values for each registered event type on the object|61a70233ac6c495fb8e5c94db2659c9d
touchstart|mouseover|used as a substitute for 'touchstart' when adding a touch event listener using pointer.js library|61a70233ac6c495fb8e5c94db2659c9d
dblclick|browserfiresnativedblclick|conditional replacement of dblclick event type based on browser support for native double-click event|61a70233ac6c495fb8e5c94db2659c9d
touch|pointer|used as a flag to determine whether to use pointer.js library or not for adding touch event listeners|61a70233ac6c495fb8e5c94db2659c9d
type|originalhandler|stores the original handler function associated with the registered type|61a70233ac6c495fb8e5c94db2659c9d
obj|addeventlistener|built-in DOM method for adding event listeners|61a70233ac6c495fb8e5c94db2659c9d
type|passiveevents|used as a flag to specify whether passive event listeners should be added using addEventListener method|61a70233ac6c495fb8e5c94db2659c9d
addeventlistener|removeeventlistener|Inverse relationship between the two event listeners, used for adding and removing events from an element.|2aa5a0e5ccf2470cbe189f2835edbb78
addeventlistener|removeeventlistener|Relationship between the addEventlistener() and removeEventlistener() functions, used for adding and removing event handlers to/from an element.|2aa5a0e5ccf2470cbe189f2835edbb78
attachevent|detachevent|Inverse relationship between the two event attachment methods, used for attaching and detaching event handlers in IE browsers.|2aa5a0e5ccf2470cbe189f2835edbb78
stamp|handler|Relationship between function stamp() that generates a unique ID for the event handler function, and the event handler function itself.|2aa5a0e5ccf2470cbe189f2835edbb78
mousesubst|type|Relationship between mouse event substitution object mouseSubst and the type of event being listened for.|2aa5a0e5ccf2470cbe189f2835edbb78
context|handler|Optional relationship between the context in which an event is called and its associated handler function.|2aa5a0e5ccf2470cbe189f2835edbb78
obj|eventskey|Relationship between element or object being interacted with, and a key used to store event handlers for that element/object in an events object.|2aa5a0e5ccf2470cbe189f2835edbb78
disableclickpropagation|el|is a function that takes an HTMLElement as an argument and returns this. The function adds 'stopPropagation' to the element's 'click', 'doubleclick', 'mousedown', and 'touchstart' events (plus browser variants).|ff30dd8c38e948028b5e43aa9a45deea
preventdefault|e|is a function that takes a DOMEvent as an argument and returns this. The function prevents the default action of the DOM Event 'ev' from happening (such as following a link in the href of the a element, or doing a POST request with page reload when a '<form>' is submitted).|ff30dd8c38e948028b5e43aa9a45deea
stop|e|is a function that takes a DOMEvent as an argument and returns this. The function does 'preventDefault' and 'stopPropagation' at the same time.|ff30dd8c38e948028b5e43aa9a45deea
getmouseposition|e, container? |is a function that takes a DOMEvent and an optional HTMLElement as arguments. The function returns a Point object with normalized mouse position relative to the 'container' (border excluded) or to the whole page if not specified.|ff30dd8c38e948028b5e43aa9a45deea
clientx, clienty|e|are properties of a DOMEvent that contain the horizontal and vertical coordinates of the mouse pointer relative to the viewport when the event was fired.|ff30dd8c38e948028b5e43aa9a45deea
boundingclientrect|container|is a property of an HTMLElement that contains a Rect object with information about its position and size relative to the viewport (i.e., top, left, width, and height).|ff30dd8c38e948028b5e43aa9a45deea
scale|container|is an object that contains 'x' and 'y' properties with values between 0 and 1 that represent the scaling factor of the container relative to the viewport.|ff30dd8c38e948028b5e43aa9a45deea
scale|container|The variable 'scale' is assigned a value obtained from the method 'getScale' applied to the element 'container'|74be565417b4435cb43c995d2f01568f
offset|container|The variable 'offset' is assigned the boundingClientRect of the element 'container'|74be565417b4435cb43c995d2f01568f
e.clientx|offset.left|The value of 'e.clientX' is subtracted from the left value (in page scale) of the variable 'offset'|74be565417b4435cb43c995d2f01568f
scale.x|e.clientx|The value of 'e.clientX' is divided by the x component of the scale applied to the container|74be565417b4435cb43c995d2f01568f
container.clientleft|e.clientx|The clientLeft (in original values) of the element 'container' is subtracted from the value obtained by dividing 'e.clientX' by the scale|74be565417b4435cb43c995d2f01568f
wheelpxfactor|chrome|The variable 'wheelPxFactor' is assigned a value of 2 for Chrome on Windows|74be565417b4435cb43c995d2f01568f
window.devicepixelratio|gecko|The variable 'wheelPxFactor' is assigned the device pixel ratio for Mozilla Firefox (Gecko)|74be565417b4435cb43c995d2f01568f
getwheeldelta|e|function parameter passed to getWheelDelta function|ebf20d8fad20430f8dd65c67a9588156
event|e|variable e used to pass events such as DOMEvent or mouse event to functions like fakeStop, skipped and getWheelDelta|ebf20d8fad20430f8dd65c67a9588156
skipevents|e.type|dictionary skipEvents used to store events that should be skipped for propagation outside of the map element, accessed through e.type|ebf20d8fad20430f8dd65c67a9588156
fakestop|e|function fakeStop called when an event is skipped to prevent default behavior such as scrolling|ebf20d8fad20430f8dd65c67a9588156
skipped|e|function skipped used to check if the event has already been skipped for propagation outside of the map element|ebf20d8fad20430f8dd65c67a9588156
el|isexternaltarget|element that is being checked for mouseenter or mouseleave events, passed as argument to isExternalTarget function|ebf20d8fad20430f8dd65c67a9588156
e|isexternaltarget|event used in conjunction with el to determine whether the event target has left or entered another element, passed as argument to isExternalTarget function|ebf20d8fad20430f8dd65c67a9588156
relatedtarget|isexternaltarget|property of the e object used in conjunction with el to determine whether the event target has left or entered another element, accessed through e|ebf20d8fad20430f8dd65c67a9588156
posanimation|evented|inheritance relationship between the two classes PosAnimation and Evented|c4efb0f2168b4ab39ff17008d4901556
posanimation|l.posanimation|constructor function used to create a PosAnimation object|c4efb0f2168b4ab39ff17008d4901556
el|htmlelement|the type of the element being animated|c4efb0f2168b4ab39ff17008d4901556
newpos|point|the new position to which the element is being animated|c4efb0f2168b4ab39ff17008d4901556
duration|number|optional duration of the animation in seconds, default value 0.25|c4efb0f2168b4ab39ff17008d4901556
easelinearity|number|optional easing linearity factor for the cubic bezier curve used in the animation, default value 0.5|c4efb0f2168b4ab39ff17008d4901556
this._animate|_animid|is used to request animation frames in this method.|6a5767398b504d3e833b6e37c9a43f12
requestanimframe|this|is called inside the _animate method to start the animation loop.|6a5767398b504d3e833b6e37c9a43f12
_step|elapsed|keeps track of the elapsed time during the animation.|6a5767398b504d3e833b6e37c9a43f12
duration|_duration|is used to set the duration of the animation in milliseconds.|6a5767398b504d3e833b6e37c9a43f12
this._easeoutpower|easelinearity|is used as a fallback value when easeLinearity is not provided.|6a5767398b504d3e833b6e37c9a43f12
math.pow|(1 - t)|is used in the _easeOut method to calculate the easing out curve.|6a5767398b504d3e833b6e37c9a43f12
_complete|cancelanimframe|is called inside the _complete method to cancel the animation loop.|6a5767398b504d3e833b6e37c9a43f12
setposition|this._el|is used to set the position of the element during the animation.|6a5767398b504d3e833b6e37c9a43f12
progress|_runframe|is passed as an argument to _runFrame method to calculate the current progress of the animation.|6a5767398b504d3e833b6e37c9a43f12
_round|pos|is used inside the _runFrame method to round the calculated position for rounding purposes.|6a5767398b504d3e833b6e37c9a43f12
map|evented|is a subclass of Evented|26b1cd7b88bd46169eb6f2bffb2bb7b7
l.crs.epsg3857|map|has CRS option as EPSG3857 by default|26b1cd7b88bd46169eb6f2bffb2bb7b7
latlng|map|can be initialized with initial geographic center of the map|26b1cd7b88bd46169eb6f2bffb2bb7b7
number|map.options.zoom|is the Initial map zoom level option for Map class|26b1cd7b88bd46169eb6f2bffb2bb7b7
gridlayer|layers|can have minZoom and maxZoom options, which can be used to determine minimum and maximum zoom levels for the map if not specified in Map class|26b1cd7b88bd46169eb6f2bffb2bb7b7
node_1|node_2|edge|chunk_id
layers|layer[]|The key 'layers' in the options object is assigned an initial empty array, which can be used to add layers to the map.|06241be308a547e496b2a4bca05cca4d
layers|layers[]|The variable 'layers' in the options object is declared as a type of 'Layer[]', indicating that it will hold multiple 'Layer' objects.|06241be308a547e496b2a4bca05cca4d
layer|layer|The key 'layers' contains an array of objects, each of which is a 'Layer' object that represents a layer on the map.|06241be308a547e496b2a4bca05cca4d
map|l.map|The variable 'map' in the options object is assigned the 'L.Map' constructor function, which creates a map instance.|06241be308a547e496b2a4bca05cca4d
options|object|The 'options' property in the constructor of the Map class is an object that contains various configuration options for the map.|06241be308a547e496b2a4bca05cca4d
l.svg|renderer|The 'renderer' option can be set to either 'L.SVG' or 'L.Canvas', depending on browser support, to determine the method used to draw vector layers.|06241be308a547e496b2a4bca05cca4d
l.canvas|renderer|The 'renderer' option can be set to either 'L.SVG' or 'L.Canvas', depending on browser support, to determine the method used to draw vector layers.|06241be308a547e496b2a4bca05cca4d
zoomanimation|boolean|The 'zoomAnimation' option is a Boolean value that determines whether the map zoom animation is enabled or not.|06241be308a547e496b2a4bca05cca4d
