node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
gui interaction|sample programs|Application programming interface for the operating platform is written to develop, use, market or distribute application programs conforming to it.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
passwords|passwords do not match.|ValidationException is thrown when passwords entered in two different components do not match.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
uicomponent component|otherpasswordid|The other component with the ID specified in 'otherPasswordID' attribute is found using the findComponent method.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
string str|uiinput othercomponent|The value entered by the user for the current component and the value of another component with ID specified in 'otherPasswordID' attribute are compared.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
validatorexception|"adderrormessage(context, ""passwords do not match. "")"|If passwords entered in two components do not match, a ValidatorException is thrown and an error message is added to the context using the addErrorMessage method.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
validatorutils.java|com/ibm/websphere/samples/pbw/war|The sample code for ValidatorUtils class is found in the specified location.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
copyright license|sample programs|Sample source code can be copied, modified and distributed without payment to IBM for developing, using, marketing or distributing application programs conforming to the application programming interface for the specified operating platform.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
ibm|copyright license|IBM provides the sample source code on an 'AS IS' basis and disclaims all warranties, express or implied, including but not limited to any implied warranty of merchantability or fitness for a particular purpose.|dc4040bbb8ed499cb6b0b4f7d7045666|||||||
sample source code|licensed materials|is associated with|94ce8178bb6d40d8be67da9b1941070d|||||||
international business machines corp.|copyright holder|holds the copyright for|94ce8178bb6d40d8be67da9b1941070d|||||||
ibm|disclaimer provider|provides disclaimers for|94ce8178bb6d40d8be67da9b1941070d|||||||
direct, indirect, incidental, special or consequential damages|limitations|are limited by|94ce8178bb6d40d8be67da9b1941070d|||||||
merchantability, satisfactory quality, fitness for a particular purpose, title, and any warranty or condition of non-infringement|warranties|are disclaimed by|94ce8178bb6d40d8be67da9b1941070d|||||||
uicomponent|component with errormessage attribute|has the ability to|94ce8178bb6d40d8be67da9b1941070d|||||||
sample source code|application programming interface|the provided sample programs conform to the application programming interface for the operating platform for which the sample code is written.|6872b7fd424645de82feb232f555c9fb|||||||
copyright license|sample source code|this information contains sample code provided in source code form and can be copied, modified, and distributed without payment to ibm for the purposes of developing, using, marketing, or distributing application programs conforming to the application programming interface.|6872b7fd424645de82feb232f555c9fb|||||||
ibm|all rights reserved|* licensed materials - property of ibm|6872b7fd424645de82feb232f555c9fb|||||||
international business machines corp.|c copyright international business machines corp., 2001,2011||6872b7fd424645de82feb232f555c9fb|||||||
microsoft internet explorer|navigator.appname|"(navigator.appname == ""microsoft internet explorer"")"|6872b7fd424645de82feb232f555c9fb|||||||
navigator.appversion|i|"i = navigator.appversion.indexOf(""MSIE 6"");"|6872b7fd424645de82feb232f555c9fb|||||||
ibm|copyright license|IBM provides the sample source code on an 'as is' basis and disclaims all warranties, express or implied. Notwithstanding anything to the contrary, IBM disclaims all warranties, including, but not limited to, any implied warranties or conditions of merchantability, satisfactory quality, fitness for a particular purpose, title, and any warranty or condition of non-infringement.|797c9843071c43cd8d7921afda04f2bf|||||||
sample source code|ibm|IBM provides the sample source code.|797c9843071c43cd8d7921afda04f2bf|||||||
application programming interface|sample code|These sample programs conform to the application programming interface for the operating platform for which the sample code is written.|797c9843071c43cd8d7921afda04f2bf|||||||
operating platform|application programming interface|For which the sample code is written.|797c9843071c43cd8d7921afda04f2bf|||||||
temp|allchecked|is affected by the value of allchecked|c4ab0e0109c74d8c922f9681c2462ec9|||||||
chkname|multiall|are used to determine the value of multiall|c4ab0e0109c74d8c922f9681c2462ec9|||||||
theform.elements[i]|temp|is affected by the checked state of this element|c4ab0e0109c74d8c922f9681c2462ec9|||||||
temp|allchecked|is set to true when all elements are checked|c4ab0e0109c74d8c922f9681c2462ec9|||||||
temp|allchecked|is set to false when not all elements are checked|c4ab0e0109c74d8c922f9681c2462ec9|||||||
theform.elements[i].checked|temp|sets the value of temp based on the state of this checkbox|c4ab0e0109c74d8c922f9681c2462ec9|||||||
allcheck|appitem|is set based on the presence of 'checkBoxes' in appitem|c4ab0e0109c74d8c922f9681c2462ec9|||||||
curitem|curcheck|is set based on the presence of a specific name in curitem|c4ab0e0109c74d8c922f9681c2462ec9|||||||
chkname|allchkname|is used to determine the value of allchkname|c4ab0e0109c74d8c922f9681c2462ec9|||||||
context|sample context|contains|4e3e082b9c5240d6886be5c86e2652da|||||||
file|plantsscripts.js|located in|4e3e082b9c5240d6886be5c86e2652da|||||||
folder|resources|contained by|4e3e082b9c5240d6886be5c86e2652da|||||||
folder|javascript|contained by|4e3e082b9c5240d6886be5c86e2652da|||||||
file|plantsscripts.js|belongs to|4e3e082b9c5240d6886be5c86e2652da|||||||
project|src/main/webapp|contains|4e3e082b9c5240d6886be5c86e2652da|||||||
folder|resources|contained by|4e3e082b9c5240d6886be5c86e2652da|||||||
url|/sample.plantsbywebsphere/src/main/webapp/resources/javascript/plantsscripts.js|accessed through|4e3e082b9c5240d6886be5c86e2652da|||||||
url|http://localhost:8080/sample.plantsbywebsphere/src/main/webapp/resources/javascript/plantsscripts.js|can also be accessed through|4e3e082b9c5240d6886be5c86e2652da|||||||
url|http://example.com/sample.plantsbywebsphere/src/main/webapp/resources/javascript/plantsscripts.js|can be accessed through|4e3e082b9c5240d6886be5c86e2652da|||||||
variable|theform|is a part of|4e3e082b9c5240d6886be5c86e2652da|||||||
element|elements[i]|is a collection of|4e3e082b9c5240d6886be5c86e2652da|||||||
variable|chkname|is associated with|4e3e082b9c5240d6886be5c86e2652da|||||||
string|selectedobjectids|refers to|4e3e082b9c5240d6886be5c86e2652da|||||||
string|checkboxes|refers to|4e3e082b9c5240d6886be5c86e2652da|||||||
boolean|checked|indicates whether an element is selected or not|4e3e082b9c5240d6886be5c86e2652da|||||||
integer|ischeck, appitem, appcheck, curcheck|help in finding the position of a string within another string|4e3e082b9c5240d6886be5c86e2652da|||||||
boolean|allchecked|indicates whether all elements are selected or not|4e3e082b9c5240d6886be5c86e2652da|||||||
operating platform|programming interface|The provided sample code is specific to a particular operating platform, and this context refers to the programming interface for that platform.|3cbbf632cd934a499f7a3d37ff9df923|||||||
ibm|as is basis|IBM provides the sample source code on an 'as is' basis, implying that any issues arising from using it are solely the responsibility of the user.|3cbbf632cd934a499f7a3d37ff9df923|||||||
implied warranties or conditions|merchantability, satisfactory quality, fitness for a particular purpose, title, and non-infringement|IBM explicitly disclaims all of these implied warranties or conditions associated with the provided sample source code.|3cbbf632cd934a499f7a3d37ff9df923|||||||
direct|indirect|IBM shall not be liable for any of these types of damages arising from the use or operation of the provided sample source code.|3cbbf632cd934a499f7a3d37ff9df923|Incidental|Special||Consequential Damages|||
support|updates|IBM has no obligation to provide maintenance, support, updates, enhancements, or modifications to the provided sample source code.|3cbbf632cd934a499f7a3d37ff9df923|Enhancements|Modifications|||||
copyright international business machines corp.|2011|The provided material is copyrighted by IBM in 2011, and all rights are reserved.|3cbbf632cd934a499f7a3d37ff9df923|||||||
licensed materials|property of ibm|These materials belong to IBM, and they are licensed.|3cbbf632cd934a499f7a3d37ff9df923|||||||
document.images|resources/images|This context refers to images stored in the 'resources' directory named 'images' that can be accessed using JavaScript's document object.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu1s|resources/images/tab_flowers_s.gif|This context refers to a specific image named 'tab_flowers_s' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu2s|resources/images/tab_veggies_s.gif|This context refers to a specific image named 'tab_veggies_s' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu3s|resources/images/tab_trees_s.gif|This context refers to a specific image named 'tab_trees_s' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu4s|resources/images/tab_accessories_s.gif|This context refers to a specific image named 'tab_accessories_s' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu1u|resources/images/tab_flowers_u.gif|This context refers to a specific image named 'tab_flowers_u' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu2u|resources/images/tab_veggies_u.gif|This context refers to a specific image named 'tab_veggies_u' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu3u|resources/images/tab_trees_u.gif|This context refers to a specific image named 'tab_trees_u' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
menu4u|resources/images/tab_accessories_u.gif|This context refers to a specific image named 'tab_accessories_u' in the 'resources/images' directory.|3cbbf632cd934a499f7a3d37ff9df923|||||||
usebill|billname|is used to retrieve the name of the bill being paid.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billaddr1|is not directly related to useBill, but might be required in some cases for billing purposes.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billaddr2|is not directly related to useBill, but might be required in some cases for billing purposes.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billcity|is used to retrieve the city associated with the bill being paid.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billstate|is used to retrieve the state associated with the bill being paid.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billzip|is used to retrieve the zip code associated with the bill being paid.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
usebill|billphone|is used to retrieve the phone number associated with the bill being paid.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:sname|shipname|is used to set the shipper name when the shipment address is also being used as the billing address.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:saddr1|shipaddr1|is not directly related to useBill, but might be required in some cases for shipping purposes.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:saddr2|shipaddr2|is not directly related to useBill, but might be required in some cases for shipping purposes.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:scity|shipcity|is used to set the city associated with the shipment address when the shipment address is also being used as the billing address.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:sstate|shipstate|is used to set the state associated with the shipment address when the shipment address is also being used as the billing address.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:szip|shipzip|is used to set the zip code associated with the shipment address when the shipment address is also being used as the billing address.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:sphone|shipphone|is used to set the phone number associated with the shipment address when the shipment address is also being used as the billing address.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
orderinfo:shipisbill|shipisbill|indicates whether the shipment address is also being used as the billing address or not.|63a11fab78d44a1fa40b7f6f5c5827f9|||||||
